source,year,month,monthname,category,artikel,med_headline_woerter,avg_headline_woerter,med_beschreibung_woerter
HuffPost (US),2017,3,03-Mar,Religion,14,9.0,8.14,17.0
HuffPost (US),2017,3,03-Mar,Sport,31,12.0,11.65,13.0
HuffPost (US),2017,3,03-Mar,Style & Beauty,34,11.0,10.5,6.0
HuffPost (US),2017,3,03-Mar,Umwelt,55,10.0,9.95,14.0
HuffPost (US),2017,3,03-Mar,Welt,210,10.0,10.29,14.0
HuffPost (US),2017,3,03-Mar,Wirtschaft,29,9.0,9.55,14.0
HuffPost (US),2017,4,04-Apr,Bildung,23,9.0,9.13,19.0
HuffPost (US),2017,4,04-Apr,Entertainment,448,11.0,11.08,10.0
HuffPost (US),2017,4,04-Apr,Essen,44,10.0,10.27,8.0
HuffPost (US),2017,4,04-Apr,Familie,103,10.0,10.24,12.0
HuffPost (US),2017,4,04-Apr,Gesellschaft,328,11.0,10.38,13.5
HuffPost (US),2017,4,04-Apr,Gesundheit,128,9.0,9.27,18.0
HuffPost (US),2017,4,04-Apr,Kriminalität,50,10.5,10.64,13.5
HuffPost (US),2017,4,04-Apr,Kunst,71,11.0,10.68,12.0
HuffPost (US),2017,4,04-Apr,Politik,873,10.0,10.38,14.0
HuffPost (US),2017,4,04-Apr,Reisen,43,9.0,9.09,18.0
HuffPost (US),2017,4,04-Apr,Religion,25,8.0,8.08,20.0
HuffPost (US),2017,4,04-Apr,Sport,38,11.0,10.5,12.0
HuffPost (US),2017,4,04-Apr,Style & Beauty,28,10.0,10.43,7.0
HuffPost (US),2017,4,04-Apr,Umwelt,74,10.0,10.31,17.0
HuffPost (US),2017,4,04-Apr,Welt,258,10.0,10.2,16.0
HuffPost (US),2017,4,04-Apr,Wirtschaft,42,9.0,9.55,16.0
HuffPost (US),2017,5,05-May,Bildung,40,10.0,9.32,20.0
HuffPost (US),2017,5,05-May,Entertainment,453,11.0,10.85,10.0
HuffPost (US),2017,5,05-May,Essen,35,10.0,10.37,9.0
HuffPost (US),2017,5,05-May,Familie,129,10.0,9.83,13.0
HuffPost (US),2017,5,05-May,Gesellschaft,336,11.0,10.26,14.0
HuffPost (US),2017,5,05-May,Gesundheit,164,9.0,9.05,18.0
HuffPost (US),2017,5,05-May,Kriminalität,32,11.0,11.31,13.0
HuffPost (US),2017,5,05-May,Kunst,68,11.0,11.12,12.0
HuffPost (US),2017,5,05-May,Politik,991,10.0,10.12,14.0
HuffPost (US),2017,5,05-May,Reisen,14,9.0,9.29,17.5
HuffPost (US),2017,5,05-May,Religion,24,9.0,8.88,19.0
HuffPost (US),2017,5,05-May,Sport,31,10.0,10.1,12.0
HuffPost (US),2017,5,05-May,Style & Beauty,32,10.5,10.81,6.0
HuffPost (US),2017,5,05-May,Umwelt,55,10.0,10.22,14.0
HuffPost (US),2017,5,05-May,Welt,267,10.0,9.86,17.0
HuffPost (US),2017,5,05-May,Wirtschaft,38,9.0,9.18,18.0
HuffPost (US),2017,6,06-Jun,Bildung,27,10.0,9.44,18.0
HuffPost (US),2017,6,06-Jun,Entertainment,317,11.0,10.89,11.0
HuffPost (US),2017,6,06-Jun,Essen,55,10.0,10.31,11.0
HuffPost (US),2017,6,06-Jun,Familie,103,10.0,10.14,13.0
HuffPost (US),2017,6,06-Jun,Gesellschaft,375,10.0,9.73,16.0
HuffPost (US),2017,6,06-Jun,Gesundheit,149,9.0,9.03,18.0
HuffPost (US),2017,6,06-Jun,Kriminalität,21,11.0,11.48,14.0
HuffPost (US),2017,6,06-Jun,Kunst,54,11.0,10.57,13.0
HuffPost (US),2017,6,06-Jun,Politik,956,10.0,10.11,16.0
HuffPost (US),2017,6,06-Jun,Reisen,16,10.5,10.0,16.0
HuffPost (US),2017,6,06-Jun,Religion,40,10.0,9.07,21.0
HuffPost (US),2017,6,06-Jun,Sport,21,10.0,10.43,10.0
HuffPost (US),2017,6,06-Jun,Style & Beauty,35,11.0,10.66,6.0
HuffPost (US),2017,6,06-Jun,Umwelt,73,10.0,9.81,17.0
HuffPost (US),2017,6,06-Jun,Welt,330,10.0,10.04,16.0
HuffPost (US),2017,6,06-Jun,Wirtschaft,47,9.0,9.06,18.0
HuffPost (US),2017,7,07-Jul,Bildung,30,10.0,10.03,19.0
HuffPost (US),2017,7,07-Jul,Entertainment,390,11.0,10.98,10.0
HuffPost (US),2017,7,07-Jul,Essen,57,10.0,10.0,10.0
HuffPost (US),2017,7,07-Jul,Familie,113,10.0,10.15,12.0
HuffPost (US),2017,7,07-Jul,Gesellschaft,308,10.0,10.19,14.5
HuffPost (US),2017,7,07-Jul,Gesundheit,160,9.0,9.17,17.0
HuffPost (US),2017,7,07-Jul,Kriminalität,22,11.5,11.36,13.0
HuffPost (US),2017,7,07-Jul,Kunst,11,10.0,10.55,13.0
HuffPost (US),2017,7,07-Jul,Politik,883,10.0,10.14,16.0
HuffPost (US),2017,7,07-Jul,Reisen,26,10.0,10.23,17.0
HuffPost (US),2017,7,07-Jul,Religion,27,9.0,9.3,20.0
HuffPost (US),2017,7,07-Jul,Sport,29,10.0,10.14,11.0
HuffPost (US),2017,7,07-Jul,Style & Beauty,35,11.0,10.91,8.0
HuffPost (US),2017,7,07-Jul,Umwelt,63,9.0,9.21,19.0
HuffPost (US),2017,7,07-Jul,Welt,278,10.0,10.27,17.0
HuffPost (US),2017,7,07-Jul,Wirtschaft,29,9.0,8.9,20.0
HuffPost (US),2017,8,08-Aug,Bildung,36,8.5,9.31,19.0
HuffPost (US),2017,8,08-Aug,Entertainment,406,11.0,11.03,10.0
HuffPost (US),2017,8,08-Aug,Essen,55,11.0,10.67,9.0
HuffPost (US),2017,8,08-Aug,Familie,139,10.0,9.76,13.0
HuffPost (US),2017,8,08-Aug,Gesellschaft,364,11.0,10.48,15.0
HuffPost (US),2017,8,08-Aug,Gesundheit,152,9.0,9.29,17.0
HuffPost (US),2017,8,08-Aug,Kriminalität,26,11.0,11.04,14.0
HuffPost (US),2017,8,08-Aug,Kunst,18,10.0,9.94,13.0
HuffPost (US),2017,8,08-Aug,Politik,912,10.0,9.84,17.0
HuffPost (US),2017,8,08-Aug,Reisen,26,9.0,9.38,18.5
HuffPost (US),2017,8,08-Aug,Religion,41,9.0,8.71,19.0
HuffPost (US),2017,8,08-Aug,Sport,31,11.0,10.81,14.0
HuffPost (US),2017,8,08-Aug,Style & Beauty,27,10.0,10.37,7.0
HuffPost (US),2017,8,08-Aug,Umwelt,79,10.0,9.92,16.0
HuffPost (US),2017,8,08-Aug,Welt,231,10.0,10.01,17.0
HuffPost (US),2017,8,08-Aug,Wirtschaft,43,10.0,9.91,19.0
HuffPost (US),2017,9,09-Sep,Bildung,31,10.0,9.35,19.0
HuffPost (US),2017,9,09-Sep,Entertainment,368,11.0,10.84,11.0
HuffPost (US),2017,9,09-Sep,Essen,44,10.0,10.2,12.0
HuffPost (US),2017,9,09-Sep,Familie,108,10.0,10.2,12.0
HuffPost (US),2017,9,09-Sep,Gesellschaft,341,11.0,10.4,15.0
HuffPost (US),2017,9,09-Sep,Gesundheit,130,10.0,9.88,16.0
HuffPost (US),2017,9,09-Sep,Kriminalität,20,10.5,11.0,17.5
HuffPost (US),2017,9,09-Sep,Kunst,19,11.0,10.58,16.0
HuffPost (US),2017,9,09-Sep,Politik,765,11.0,10.31,16.0
HuffPost (US),2017,9,09-Sep,Reisen,10,11.0,10.0,20.5
HuffPost (US),2017,9,09-Sep,Religion,36,10.0,9.19,17.0
HuffPost (US),2017,9,09-Sep,Sport,42,11.0,10.43,12.5
HuffPost (US),2017,9,09-Sep,Style & Beauty,56,10.0,10.36,8.0
HuffPost (US),2017,9,09-Sep,Umwelt,73,10.0,9.95,17.0
HuffPost (US),2017,9,09-Sep,Welt,231,10.0,9.73,16.0
HuffPost (US),2017,9,09-Sep,Wirtschaft,23,10.0,9.87,19.0
HuffPost (US),2017,10,10-Oct,Bildung,18,8.5,8.61,18.5
HuffPost (US),2017,10,10-Oct,Entertainment,470,11.0,10.68,12.0
HuffPost (US),2017,10,10-Oct,Essen,43,10.0,10.3,11.0
HuffPost (US),2017,10,10-Oct,Familie,112,10.0,10.14,12.0
HuffPost (US),2017,10,10-Oct,Gesellschaft,383,11.0,10.59,15.0
HuffPost (US),2017,10,10-Oct,Gesundheit,122,10.0,10.02,17.5
HuffPost (US),2017,10,10-Oct,Kriminalität,44,11.0,10.64,15.0
HuffPost (US),2017,10,10-Oct,Kunst,21,11.0,10.57,17.0
HuffPost (US),2017,10,10-Oct,Politik,773,10.0,10.28,16.0
HuffPost (US),2017,10,10-Oct,Reisen,23,10.0,10.13,17.0
HuffPost (US),2017,10,10-Oct,Religion,17,8.0,7.82,19.0
HuffPost (US),2017,10,10-Oct,Sport,29,11.0,11.03,14.0
HuffPost (US),2017,10,10-Oct,Style & Beauty,60,10.0,9.95,7.0
HuffPost (US),2017,10,10-Oct,Umwelt,71,10.0,9.82,14.0
HuffPost (US),2017,10,10-Oct,Welt,172,10.0,9.98,14.0
HuffPost (US),2017,10,10-Oct,Wirtschaft,29,10.0,9.97,16.0
HuffPost (US),2017,11,11-Nov,Bildung,21,9.0,9.0,19.0
HuffPost (US),2017,11,11-Nov,Entertainment,510,11.0,10.9,11.0
HuffPost (US),2017,11,11-Nov,Essen,36,10.0,10.64,9.0
HuffPost (US),2017,11,11-Nov,Familie,62,11.0,10.95,14.0
HuffPost (US),2017,11,11-Nov,Gesellschaft,279,11.0,10.76,15.0
HuffPost (US),2017,11,11-Nov,Gesundheit,77,10.0,9.73,16.0
HuffPost (US),2017,11,11-Nov,Kriminalität,40,10.0,10.62,16.5
HuffPost (US),2017,11,11-Nov,Kunst,15,10.0,10.4,15.0
HuffPost (US),2017,11,11-Nov,Politik,772,11.0,10.57,15.0
HuffPost (US),2017,11,11-Nov,Reisen,27,10.0,10.52,14.0
HuffPost (US),2017,11,11-Nov,Religion,25,9.0,8.92,18.0
HuffPost (US),2017,11,11-Nov,Sport,27,11.0,10.52,12.0
HuffPost (US),2017,11,11-Nov,Style & Beauty,69,11.0,11.45,8.0
HuffPost (US),2017,11,11-Nov,Umwelt,54,11.0,10.02,15.0
HuffPost (US),2017,11,11-Nov,Welt,176,10.0,10.05,15.0
HuffPost (US),2017,11,11-Nov,Wirtschaft,22,9.0,10.05,18.0
HuffPost (US),2017,12,12-Dec,Bildung,13,11.0,10.69,17.0
HuffPost (US),2017,12,12-Dec,Entertainment,465,11.0,11.24,11.0
HuffPost (US),2017,12,12-Dec,Essen,27,10.0,10.19,14.0
HuffPost (US),2017,12,12-Dec,Familie,48,10.0,9.9,12.0
HuffPost (US),2017,12,12-Dec,Gesellschaft,253,11.0,11.06,13.0
HuffPost (US),2017,12,12-Dec,Gesundheit,53,10.0,10.4,19.0
HuffPost (US),2017,12,12-Dec,Kriminalität,35,11.0,10.37,13.0
HuffPost (US),2017,12,12-Dec,Kunst,21,11.0,11.19,13.0
HuffPost (US),2017,12,12-Dec,Politik,760,11.0,10.73,16.0
HuffPost (US),2017,12,12-Dec,Reisen,7,11.0,10.71,19.0
HuffPost (US),2017,12,12-Dec,Religion,16,9.0,9.62,18.5
HuffPost (US),2017,12,12-Dec,Sport,26,11.5,11.0,14.0
HuffPost (US),2017,12,12-Dec,Style & Beauty,46,10.0,10.43,7.0
HuffPost (US),2017,12,12-Dec,Umwelt,68,10.0,9.81,14.0
HuffPost (US),2017,12,12-Dec,Welt,152,10.0,10.38,15.0
HuffPost (US),2017,12,12-Dec,Wirtschaft,39,10.0,9.87,17.0
HuffPost (US),2018,1,01-Jan,Bildung,4,8.5,8.5,22.0
HuffPost (US),2018,1,01-Jan,Entertainment,637,11.0,11.22,11.0
HuffPost (US),2018,1,01-Jan,Essen,9,8.0,9.11,7.0
HuffPost (US),2018,1,01-Jan,Familie,35,10.0,10.09,12.0
HuffPost (US),2018,1,01-Jan,Gesellschaft,313,11.0,11.44,13.0
HuffPost (US),2018,1,01-Jan,Gesundheit,15,10.0,9.6,15.0
HuffPost (US),2018,1,01-Jan,Kriminalität,28,11.0,11.21,14.5
HuffPost (US),2018,1,01-Jan,Kunst,13,11.0,10.85,12.0
HuffPost (US),2018,1,01-Jan,Politik,708,11.0,10.97,15.0
HuffPost (US),2018,1,01-Jan,Reisen,12,10.0,10.42,11.0
HuffPost (US),2018,1,01-Jan,Religion,20,9.5,9.1,15.5
HuffPost (US),2018,1,01-Jan,Sport,52,11.0,11.37,12.0
HuffPost (US),2018,1,01-Jan,Style & Beauty,34,10.0,10.03,8.0
HuffPost (US),2018,1,01-Jan,Umwelt,47,11.0,10.62,14.0
HuffPost (US),2018,1,01-Jan,Welt,157,10.0,10.52,14.0
HuffPost (US),2018,1,01-Jan,Wirtschaft,17,10.0,10.53,16.0
HuffPost (US),2018,2,02-Feb,Bildung,11,11.0,11.45,18.0
HuffPost (US),2018,2,02-Feb,Entertainment,437,11.0,11.14,11.0
HuffPost (US),2018,2,02-Feb,Familie,1,8.0,8.0,18.0
HuffPost (US),2018,2,02-Feb,Gesellschaft,246,11.0,11.11,13.0
HuffPost (US),2018,2,02-Feb,Kriminalität,21,11.0,11.1,15.0
HuffPost (US),2018,2,02-Feb,Politik,579,11.0,11.34,14.0
HuffPost (US),2018,2,02-Feb,Reisen,12,10.0,10.58,9.5
HuffPost (US),2018,2,02-Feb,Religion,12,10.5,10.5,13.0
HuffPost (US),2018,2,02-Feb,Sport,236,11.0,10.92,12.0
HuffPost (US),2018,2,02-Feb,Umwelt,14,10.0,9.21,10.0
HuffPost (US),2018,2,02-Feb,Welt,113,11.0,10.59,15.0
HuffPost (US),2018,2,02-Feb,Wirtschaft,21,10.0,9.9,15.0
HuffPost (US),2018,3,03-Mar,Bildung,3,8.0,8.67,15.0
HuffPost (US),2018,3,03-Mar,Entertainment,530,11.0,11.28,11.0
HuffPost (US),2018,3,03-Mar,Gesellschaft,288,11.0,11.36,13.5
HuffPost (US),2018,3,03-Mar,Kriminalität,44,11.0,10.91,14.0
HuffPost (US),2018,3,03-Mar,Politik,697,11.0,11.37,15.0
HuffPost (US),2018,3,03-Mar,Reisen,25,10.0,10.16,10.0
HuffPost (US),2018,3,03-Mar,Religion,13,9.0,10.31,17.0
HuffPost (US),2018,3,03-Mar,Sport,29,11.0,11.17,14.0
HuffPost (US),2018,3,03-Mar,Umwelt,18,11.5,11.11,14.0
HuffPost (US),2018,3,03-Mar,Welt,120,11.0,10.72,15.0
HuffPost (US),2018,3,03-Mar,Wirtschaft,27,10.0,10.7,12.0
HuffPost (US),2018,4,04-Apr,Bildung,11,10.0,10.18,16.0
HuffPost (US),2018,4,04-Apr,Entertainment,570,11.0,11.19,12.0
HuffPost (US),2018,4,04-Apr,Gesellschaft,219,11.0,11.14,14.0
HuffPost (US),2018,4,04-Apr,Kriminalität,43,10.0,10.09,13.0
HuffPost (US),2018,4,04-Apr,Politik,570,11.0,11.15,15.0
HuffPost (US),2018,4,04-Apr,Reisen,12,11.0,10.92,9.5
HuffPost (US),2018,4,04-Apr,Religion,8,11.5,11.38,14.0
HuffPost (US),2018,4,04-Apr,Sport,31,11.0,11.16,12.0
HuffPost (US),2018,4,04-Apr,Umwelt,19,12.0,10.74,14.0
HuffPost (US),2018,4,04-Apr,Welt,103,11.0,11.02,16.0
HuffPost (US),2018,4,04-Apr,Wirtschaft,11,9.0,10.09,17.0
HuffPost (US),2018,5,05-May,Bildung,4,11.5,11.5,20.0
HuffPost (US),2018,5,05-May,Entertainment,488,11.0,11.24,10.0
HuffPost (US),2018,5,05-May,Gesellschaft,198,11.0,11.17,14.0
HuffPost (US),2018,5,05-May,Kriminalität,38,10.0,10.66,14.5
HuffPost (US),2018,5,05-May,Politik,513,11.0,11.1,16.0
HuffPost (US),2018,5,05-May,Reisen,11,12.0,11.91,10.0
HuffPost (US),2018,5,05-May,Religion,12,12.0,12.17,16.5
HuffPost (US),2018,5,05-May,Sport,16,10.5,10.12,12.0
HuffPost (US),2018,5,05-May,US News,11,11.0,10.55,13.0
HuffPost (US),2018,5,05-May,Umwelt,26,11.0,10.65,14.0
HuffPost (US),2018,5,05-May,Welt,84,11.0,11.04,16.0
HuffPost (US),2018,5,05-May,Wirtschaft,10,11.0,10.4,17.0
HuffPost (US),2018,6,06-Jun,Entertainment,17,9.0,10.35,11.0
HuffPost (US),2018,6,06-Jun,Gesellschaft,10,11.0,11.3,16.0
HuffPost (US),2018,6,06-Jun,Politik,30,12.0,11.33,16.0
HuffPost (US),2018,6,06-Jun,Sport,4,10.5,10.25,14.5
HuffPost (US),2018,6,06-Jun,US News,36,10.0,10.33,14.5
HuffPost (US),2018,6,06-Jun,Umwelt,1,11.0,11.0,13.0
HuffPost (US),2018,6,06-Jun,Welt,41,10.0,10.49,17.0
HuffPost (US),2018,6,06-Jun,Wirtschaft,3,8.0,9.33,15.0
HuffPost (US),2018,6,06-Jun,Wohnen,1,10.0,10.0,10.0
HuffPost (US),2018,7,07-Jul,Entertainment,11,10.0,10.0,9.0
HuffPost (US),2018,7,07-Jul,Gesellschaft,4,11.0,11.25,11.5
HuffPost (US),2018,7,07-Jul,Politik,23,11.0,11.39,16.0
HuffPost (US),2018,7,07-Jul,Religion,3,11.0,11.0,19.0
HuffPost (US),2018,7,07-Jul,Sport,4,10.0,9.25,12.0
HuffPost (US),2018,7,07-Jul,US News,34,10.0,10.47,15.0
HuffPost (US),2018,7,07-Jul,Umwelt,4,8.5,8.5,16.5
HuffPost (US),2018,7,07-Jul,Welt,75,11.0,10.49,16.0
HuffPost (US),2018,7,07-Jul,Wirtschaft,2,11.0,11.0,14.0
HuffPost (US),2018,8,08-Aug,Entertainment,8,9.5,9.5,9.0
HuffPost (US),2018,8,08-Aug,Politik,11,12.0,11.91,16.0
HuffPost (US),2018,8,08-Aug,Religion,1,10.0,10.0,21.0
HuffPost (US),2018,8,08-Aug,US News,50,10.0,10.54,16.0
HuffPost (US),2018,8,08-Aug,Welt,58,11.0,10.72,15.0
HuffPost (US),2018,8,08-Aug,Wirtschaft,2,11.0,11.0,10.0
HuffPost (US),2018,9,09-Sep,Entertainment,37,11.0,11.68,15.0
HuffPost (US),2018,9,09-Sep,Familie,1,8.0,8.0,8.0
HuffPost (US),2018,9,09-Sep,Gesellschaft,4,12.0,11.0,12.0
HuffPost (US),2018,9,09-Sep,Kriminalität,5,12.0,11.4,21.0
HuffPost (US),2018,9,09-Sep,Politik,40,12.0,11.98,19.0
HuffPost (US),2018,9,09-Sep,Religion,2,8.5,8.5,23.5
HuffPost (US),2018,9,09-Sep,Sport,1,13.0,13.0,21.0
HuffPost (US),2018,9,09-Sep,Style & Beauty,3,11.0,11.33,14.0
HuffPost (US),2018,9,09-Sep,US News,26,10.5,10.73,17.0
HuffPost (US),2018,9,09-Sep,Umwelt,3,10.0,10.67,15.0
HuffPost (US),2018,9,09-Sep,Welt,33,11.0,10.7,17.0
HuffPost (US),2018,9,09-Sep,Wirtschaft,2,11.0,11.0,10.0
HuffPost (US),2018,10,10-Oct,Entertainment,59,11.0,11.12,13.0
HuffPost (US),2018,10,10-Oct,Familie,1,9.0,9.0,19.0
HuffPost (US),2018,10,10-Oct,Gesellschaft,7,11.0,11.29,15.0
HuffPost (US),2018,10,10-Oct,Gesundheit,2,13.0,13.0,19.0
HuffPost (US),2018,10,10-Oct,Kriminalität,10,10.0,10.3,15.0
HuffPost (US),2018,10,10-Oct,Kunst,1,10.0,10.0,7.0
HuffPost (US),2018,10,10-Oct,Politik,85,12.0,11.59,17.0
HuffPost (US),2018,10,10-Oct,Religion,1,11.0,11.0,11.0
HuffPost (US),2018,10,10-Oct,Sport,5,12.0,11.8,14.0
HuffPost (US),2018,10,10-Oct,Style & Beauty,1,9.0,9.0,11.0
HuffPost (US),2018,10,10-Oct,US News,1,10.0,10.0,21.0
HuffPost (US),2018,10,10-Oct,Umwelt,7,11.0,12.43,12.0
HuffPost (US),2018,10,10-Oct,Welt,1,9.0,9.0,12.0
HuffPost (US),2018,10,10-Oct,Wirtschaft,1,13.0,13.0,15.0
HuffPost (US),2018,11,11-Nov,Entertainment,70,11.0,11.47,15.0
HuffPost (US),2018,11,11-Nov,Familie,2,8.5,8.5,12.0
HuffPost (US),2018,11,11-Nov,Gesellschaft,12,12.0,12.17,17.5
HuffPost (US),2018,11,11-Nov,Kriminalität,5,13.0,12.6,17.0
HuffPost (US),2018,11,11-Nov,Kunst,1,12.0,12.0,8.0
HuffPost (US),2018,11,11-Nov,Politik,66,11.5,11.2,17.0
HuffPost (US),2018,11,11-Nov,Sport,3,12.0,13.33,16.0
HuffPost (US),2018,11,11-Nov,US News,1,10.0,10.0,17.0
HuffPost (US),2018,11,11-Nov,Umwelt,11,11.0,11.09,16.0
HuffPost (US),2018,11,11-Nov,Welt,2,12.5,12.5,13.0
HuffPost (US),2018,11,11-Nov,Wirtschaft,1,11.0,11.0,18.0
HuffPost (US),2018,11,11-Nov,Wohnen,1,9.0,9.0,14.0
HuffPost (US),2018,12,12-Dec,Entertainment,59,12.0,11.73,15.0
HuffPost (US),2018,12,12-Dec,Essen,1,9.0,9.0,11.0
HuffPost (US),2018,12,12-Dec,Gesellschaft,4,13.0,12.75,14.5
HuffPost (US),2018,12,12-Dec,Gesundheit,1,10.0,10.0,6.0
HuffPost (US),2018,12,12-Dec,Kriminalität,6,11.5,11.83,17.5
HuffPost (US),2018,12,12-Dec,Politik,77,11.0,11.38,17.0
HuffPost (US),2018,12,12-Dec,Religion,2,11.5,11.5,16.0
HuffPost (US),2018,12,12-Dec,Sport,3,12.0,11.33,19.0
HuffPost (US),2018,12,12-Dec,Style & Beauty,5,11.0,11.0,11.0
HuffPost (US),2018,12,12-Dec,US News,10,11.5,11.1,18.0
HuffPost (US),2018,12,12-Dec,Umwelt,4,13.5,13.5,15.0
HuffPost (US),2018,12,12-Dec,Welt,5,11.0,10.6,21.0
HuffPost (US),2018,12,12-Dec,Wirtschaft,2,10.0,10.0,10.5
HuffPost (US),2018,12,12-Dec,Wohnen,2,10.5,10.5,12.0
HuffPost (US),2019,1,01-Jan,Entertainment,73,12.0,11.68,14.0
HuffPost (US),2019,1,01-Jan,Familie,1,11.0,11.0,16.0
HuffPost (US),2019,1,01-Jan,Gesellschaft,15,11.0,11.07,16.0
HuffPost (US),2019,1,01-Jan,Kriminalität,4,11.5,11.5,18.0
HuffPost (US),2019,1,01-Jan,Kunst,1,11.0,11.0,17.0
HuffPost (US),2019,1,01-Jan,Politik,65,11.0,11.45,17.0
HuffPost (US),2019,1,01-Jan,Reisen,1,10.0,10.0,4.0
HuffPost (US),2019,1,01-Jan,Sport,1,11.0,11.0,20.0
HuffPost (US),2019,1,01-Jan,Style & Beauty,1,11.0,11.0,8.0
HuffPost (US),2019,1,01-Jan,US News,8,11.0,10.88,19.5
HuffPost (US),2019,1,01-Jan,Umwelt,4,11.5,11.5,16.0
HuffPost (US),2019,1,01-Jan,Welt,6,12.5,12.17,16.0
HuffPost (US),2019,1,01-Jan,Wirtschaft,1,8.0,8.0,8.0
HuffPost (US),2019,2,02-Feb,Entertainment,58,12.0,11.98,13.0
HuffPost (US),2019,2,02-Feb,Essen,2,11.5,11.5,21.5
HuffPost (US),2019,2,02-Feb,Familie,1,8.0,8.0,11.0
HuffPost (US),2019,2,02-Feb,Gesellschaft,9,12.0,11.22,18.0
HuffPost (US),2019,2,02-Feb,Gesundheit,2,9.0,9.0,11.5
HuffPost (US),2019,2,02-Feb,Kunst,2,11.5,11.5,21.0
HuffPost (US),2019,2,02-Feb,Politik,60,12.0,11.27,17.5
HuffPost (US),2019,2,02-Feb,Reisen,1,7.0,7.0,19.0
HuffPost (US),2019,2,02-Feb,Religion,3,12.0,12.0,21.0
HuffPost (US),2019,2,02-Feb,Sport,3,10.0,10.67,19.0
HuffPost (US),2019,2,02-Feb,Style & Beauty,5,10.0,10.6,13.0
HuffPost (US),2019,2,02-Feb,US News,2,12.0,12.0,21.5
HuffPost (US),2019,2,02-Feb,Umwelt,10,11.0,10.5,14.5
HuffPost (US),2019,2,02-Feb,Welt,1,13.0,13.0,5.0
HuffPost (US),2019,2,02-Feb,Wirtschaft,6,9.5,9.17,15.0
HuffPost (US),2019,2,02-Feb,Wohnen,3,11.0,11.0,9.0
HuffPost (US),2019,3,03-Mar,Bildung,1,7.0,7.0,24.0
HuffPost (US),2019,3,03-Mar,Entertainment,42,11.0,11.4,17.0
HuffPost (US),2019,3,03-Mar,Essen,2,9.0,9.0,15.5
HuffPost (US),2019,3,03-Mar,Gesellschaft,10,12.0,11.7,17.0
HuffPost (US),2019,3,03-Mar,Politik,75,11.0,10.97,18.0
HuffPost (US),2019,3,03-Mar,Religion,2,14.5,14.5,22.5
HuffPost (US),2019,3,03-Mar,Sport,2,11.0,11.0,17.5
HuffPost (US),2019,3,03-Mar,Style & Beauty,5,10.0,10.4,12.0
HuffPost (US),2019,3,03-Mar,US News,24,10.5,10.04,19.0
HuffPost (US),2019,3,03-Mar,Umwelt,1,11.0,11.0,21.0
HuffPost (US),2019,3,03-Mar,Welt,10,12.0,11.2,18.0
HuffPost (US),2019,3,03-Mar,Wirtschaft,1,10.0,10.0,10.0
HuffPost (US),2019,3,03-Mar,Wohnen,4,11.0,10.75,9.5
HuffPost (US),2019,4,04-Apr,Bildung,1,9.0,9.0,20.0
HuffPost (US),2019,4,04-Apr,Entertainment,4,12.0,12.0,17.5
HuffPost (US),2019,4,04-Apr,Familie,1,6.0,6.0,7.0
HuffPost (US),2019,4,04-Apr,Politik,16,10.5,10.88,18.0
HuffPost (US),2019,4,04-Apr,Sport,1,9.0,9.0,9.0
HuffPost (US),2019,4,04-Apr,Style & Beauty,1,12.0,12.0,7.0
HuffPost (US),2019,4,04-Apr,US News,63,10.0,10.44,18.0
HuffPost (US),2019,4,04-Apr,Umwelt,1,10.0,10.0,24.0
HuffPost (US),2019,4,04-Apr,Welt,55,11.0,10.93,17.0
HuffPost (US),2019,4,04-Apr,Wirtschaft,3,12.0,12.33,10.0
HuffPost (US),2019,4,04-Apr,Wohnen,1,11.0,11.0,13.0
HuffPost (US),2019,5,05-May,Entertainment,17,11.0,11.76,16.0
HuffPost (US),2019,5,05-May,Familie,1,11.0,11.0,15.0
HuffPost (US),2019,5,05-May,Gesellschaft,4,12.5,13.0,17.5
HuffPost (US),2019,5,05-May,Politik,26,10.0,10.19,19.5
HuffPost (US),2019,5,05-May,Religion,1,9.0,9.0,20.0
HuffPost (US),2019,5,05-May,Style & Beauty,1,10.0,10.0,7.0
HuffPost (US),2019,5,05-May,US News,58,11.0,10.79,18.5
HuffPost (US),2019,5,05-May,Umwelt,1,8.0,8.0,11.0
HuffPost (US),2019,5,05-May,Welt,36,10.0,10.39,18.0
HuffPost (US),2019,5,05-May,Wirtschaft,4,11.0,11.0,12.0
HuffPost (US),2019,5,05-May,Wohnen,3,11.0,10.0,8.0
HuffPost (US),2019,6,06-Jun,Politik,12,11.0,10.83,18.5
HuffPost (US),2019,6,06-Jun,US News,81,11.0,11.09,19.0
HuffPost (US),2019,6,06-Jun,Welt,55,11.0,11.13,18.0
HuffPost (US),2019,6,06-Jun,Wirtschaft,5,12.0,11.2,16.0
HuffPost (US),2019,7,07-Jul,Entertainment,4,9.5,9.75,16.0
HuffPost (US),2019,7,07-Jul,Politik,4,9.0,8.5,18.5
HuffPost (US),2019,7,07-Jul,Sport,1,8.0,8.0,11.0
HuffPost (US),2019,7,07-Jul,Style & Beauty,2,13.0,13.0,11.5
HuffPost (US),2019,7,07-Jul,US News,92,11.0,10.49,20.0
HuffPost (US),2019,7,07-Jul,Welt,51,12.0,10.98,20.0
HuffPost (US),2019,7,07-Jul,Wirtschaft,3,13.0,13.0,15.0
HuffPost (US),2019,7,07-Jul,Wohnen,2,11.0,11.0,9.0
